Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
28.01.2022;86,82;87,5;88,84;86,44;436,17K;0,24%
28.02.2022;95,72;94,99;99,1;94,43;490,80K;4,51%
28.03.2022;105,61;110,73;111,05;104,52;-;-4,62%
28.04.2021;63,86;63,04;64,53;62,67;387,68K;1,46%
28.05.2021;66,32;66,95;67,52;66,17;390,46K;-0,79%
28.06.2021;72,91;73,99;74,45;72,62;354,70K;-1,54%
28.07.2021;72,39;71,9;72,6;71,7;318,91K;1,03%
28.09.2021;75,29;75,43;76,67;74,24;476,14K;-0,21%
28.10.2021;82,81;82,25;83,21;80,58;491,59K;0,18%
28.12.2021;75,98;75,97;76,92;75,53;249,73K;0,54%
29.01.2021;52,2;52,15;53,25;51,93;410,91K;-0,27%
29.03.2021;61,56;60,93;61,77;59,41;449,36K;0,97%
29.04.2021;65,01;63,7;65,47;63,65;384,49K;1,80%
29.06.2021;72,98;72,78;73,81;71,97;321,45K;0,10%
29.07.2021;73,62;72,4;73,68;72,26;294,46K;1,70%
29.09.2021;74,83;74,38;75,79;73,74;424,19K;-0,61%
29.10.2021;83,57;83,09;83,74;81,41;507,31K;0,92%
29.11.2021;69,95;69,23;72,93;68,86;675,09K;2,64%
29.12.2021;76,56;76,04;77,37;75,36;283,56K;0,76%
30.03.2021;60,55;61,96;62,27;59,94;388,19K;-1,64%
30.04.2021;63,58;64,88;64,95;63,08;400,52K;-2,20%
30.05.2021;66,59;66,7;66,75;66,53;-;0,41%
30.06.2021;73,47;73,47;74,14;72,82;383,63K;0,67%
30.07.2021;73,95;73,41;74,23;72,93;303,70K;0,45%
30.08.2021;69,21;69,3;69,64;67,67;360,80K;0,68%
30.09.2021;75,03;74,78;76,07;73,14;583,19K;0,27%
30.11.2021;66,18;70,04;71,22;64,43;722,48K;-5,39%
30.12.2021;76,99;76,58;77,44;75,78;231,16K;0,56%
31.01.2022;88,15;87,45;88,39;86,34;359,08K;1,53%
31.03.2021;59,16;60,45;61,17;58,85;414,16K;-2,30%
31.05.2021;66,96;66,58;67,41;66,41;-;0,56%
31.08.2021;68,5;69,18;69,34;68,16;325,85K;-1,03%
31.12.2021;75,21;76,66;77,08;74,95;237,12K;-2,31%
